"","MAbias","MAvar","MAmse","poisbias","poisvar","poismse","gambias","gamvar","gammse","weibbias","weibvar","weibmse","bptbias","bptvar","bptmse","lnormbias","lnormvar","lnormmse"
"1",-71.9074945462983,21416.5935608571,26587.281332783,-70.5420271745568,460931.789258471,465907.966856367,-71.3897802888523,22946.2197926245,28042.7205223151,-71.9074945462983,21416.5935608571,26587.281332783,-73.47954959392,25406.4343620081,30805.6785705334,-69.947072766608,25701.4527794085,30594.0457680257
"2",-60.5485248692364,14021.3606967705,17687.4845606111,-60.4097405781204,98918.6468447713,102567.983601487,-60.6218276642917,15670.6492481225,19345.6552374816,-60.5485248692364,14021.3606967705,17687.4845606111,-60.5972115840493,21538.5240704521,25210.5461222142,-55.6057701542552,21300.4339966164,24392.4356710643
"3",5.07048562011846,343151.592814508,343177.302638932,6.36864305002109,873725.891056768,873766.450671067,7.64588134096107,420218.459316497,420276.918817977,5.07048562011846,343151.592814508,343177.302638932,-51.7433112719866,1268077.22940814,1270754.59966953,135.102867906804,2763616.64334049,2781869.42825714
"4",19818.7802615266,699770347.150412,1092554398.20509,19638.8960109468,1222463168.84027,1608149405.36906,19681.3359047416,701386791.807352,1088741774.80262,19818.7802615266,699770347.150412,1092554398.20509,17188.724802842,2407624038.55555,2703076298.90339,49031.1031139432,30442236411620.2,30444640460692.7
"5",632318.545000299,1391130121276.27,1790956863627.57,630337.429999896,408506184971.221,805831460630.094,632318.545000299,1391130121276.27,1790956863627.57,786086.25370632,6396443937079.47,7014375535345.5,199047.514728929,1618612010019.45,1658231923139.22,2981553.9522193,8840876188730980,8849765852700975
"6",312.029106518371,82872.1888631999,180234.352177853,315.398348383807,298288.682629582,397764.800792815,314.95246272292,110690.638748359,209885.692523592,312.029106518371,82872.1888631999,180234.352177853,310.025812425029,315742.610890516,411858.615260315,375.327435114181,347891.980867221,488762.664416611
"7",195.638586469053,89510.1046399161,127784.561155525,197.612566699181,387838.151744669,426888.878262107,197.004490607204,109380.894475294,148191.663794698,195.638586469053,89510.1046399161,127784.561155525,192.012008874087,195145.734607867,232014.34615973,254.101406901084,312070.194903308,376637.719892418
"8",447.377062766465,136474.935667877,336621.171957426,444.743906505796,433486.204077504,631283.34645154,445.58369174408,144845.261140729,343390.087489012,447.488495231198,136019.757276224,336265.710640507,437.136270746647,266259.94599267,457348.065194956,473.298835726384,267505.818378974,491517.606278925
"9",15.9401976558365,8004.14872055268,8258.23862185982,16.3945532957875,19472.1563271485,19740.9377049169,16.3153460444382,9676.73239860449,9942.92291515425,15.9401976558365,8004.14872055268,8258.23862185982,16.4383744600846,29573.5252903887,29843.7454452786,37.8254784879696,38258.7633740785,39689.5301969224
"10",2021.93769989795,11005436.0989001,15093668.1611687,2021.7060386667,11205206.9333361,15292502.2401175,2020.62979107128,6112813.69333589,10195758.4459007,1994.81722637309,4420814.50284996,8400110.26948478,1597.13417349787,14372126.9032746,16922964.4714293,3307.84480509758,374530859.287597,385472696.542208
"11",26.9421573238519,383049.623857973,383775.503699236,44.5205983871633,5755039.00883861,5757021.09251936,37.8208456436982,503946.97644267,505377.392807875,26.9421573238519,383049.623857973,383775.503699236,-84.4170358554838,602300.611591827,609426.847534453,119.561759964454,830628.803656068,844923.818101866
"12",-375.153267213759,118247.381229392,258987.35513055,-404.777917339027,23390.139172909,187235.301538229,-404.623471581191,22334.5216708017,186054.675425216,-404.255539956723,22773.5343974563,186196.075983158,-405.887549304654,78954.4388169642,243699.141497502,-375.153267213759,118247.381229392,258987.35513055
"13",969.840061674422,957852.281704908,1898442.02693355,967.778563063161,1571826.78700556,2508422.13413015,970.35173605919,1052301.85760763,1993884.34928071,970.30359845664,956221.740687602,1897710.81386551,829.752689948866,2355171.23820135,3043660.76467873,1199.61414698681,5581919.77465144,7020993.87630234
"14",182.196619745929,204437.658927733,237633.267174576,182.320364082128,184749.160646568,217989.875805607,182.773110406222,203963.496526448,237369.506414013,181.687985053311,223557.654826176,256568.178738908,160.587265470469,621312.00061105,647100.270442333,247.70260202194,967153.579449418,1028510.15849786
"15",691.084708987615,1887529.97471554,2365128.04971204,617.873408813945,617518.518677699,999286.067997064,617.360240028605,586576.361361708,967710.027329885,618.024500210356,622655.242026926,1004609.52488719,542.306090197632,1173716.23657788,1467812.13204333,693.577104600857,1935734.07888895,2416783.27891546
