"","V1","V2","V3","V4","V5"
"1",2.56287166532876e-318,2.30662330184199e-21,1,7.63658347724073e-35,1.58814065051471e-32
"2",0,5.77804382385003e-26,1,2.69871273078662e-110,2.9753627157047e-80
"3",1.04562921486875e-61,2.2666984728018e-14,0.999999999999977,3.76277446143507e-116,4.08870282360063e-65
"4",3.99493744940216e-13,3.52783986844228e-07,0.999999647215594,6.16678080314927e-69,2.00545093032906e-14
"5",2.35254278824375e-170,0.999999999959108,4.08876674773169e-11,1.05408390019326e-112,4.59813676310835e-15
"6",1.52875785401786e-199,9.63897384424925e-45,1,2.82573914757405e-284,3.40371057606712e-166
"7",4.90418053447539e-108,7.04030460446846e-17,1,6.56902498824176e-53,5.77719314326829e-38
"8",4.15696189842907e-188,0.0496799112046614,0.950320088795339,5.35294228500456e-97,8.70390680594183e-48
"9",1.28734090827413e-193,2.58885365246791e-34,1,0,9.3284693520626e-210
"10",0.958949006901931,0.0410417942785545,9.19853481110496e-06,1.15370230562424e-66,2.84703659304911e-10
"11",2.18472756204986e-144,1.80196265590753e-17,0.999999999999999,4.43940969671187e-31,1.13991052451968e-15
"12",1.01684431309098e-09,8.07081390462788e-12,1.03139491087398e-11,2.97807722398843e-51,0.999999998964771
"13",5.79350148818607e-12,0.0288659836596415,0.971134016334565,1.04145732465832e-83,4.1692914602437e-32
"14",0.344901620482298,0.263313711794326,0.391784667723353,1.01611753878019e-68,2.34022835270453e-14
"15",0.0275771338282654,0.0014698120402995,0.00660608995400137,2.61092244288778e-36,0.964346964177434
"16",1.91965665684345e-97,8.56106107210677e-21,1,9.54707388480084e-94,8.84579103734056e-59
"17",4.39595009786466e-40,3.75881029543603e-26,3.72913749381233e-21,4.19182469430384e-33,1
"18",3.24486360262193e-267,8.51059189090131e-06,0.521789858736371,8.2875892436681e-45,0.478201630671739
"19",9.74828482948803e-47,0.0354545169553741,3.92524923975792e-06,7.41680292498897e-32,0.964541557795386
"20",1.18797326016683e-101,0.00257610906668547,0.997402297513644,1.34853481300997e-54,2.15934196702158e-05
"21",9.83200601220836e-56,4.83354688036115e-09,0.999997753846325,9.1117559934594e-10,2.24040895225305e-06
"22",0.591928110796809,0.124717926967224,0.283353962235967,2.97717319957792e-78,3.79185150841181e-18
"23",6.65796605392392e-89,0.000486889844174669,0.999513108830419,6.06299214183628e-23,1.32540668240362e-09
"24",0.600730297719105,0.0543330484929391,0.344936653787956,1.90405548680591e-79,7.0120964085733e-34
"25",4.25192794188744e-11,0.000166326613873905,0.999833673343607,2.46108646500508e-35,8.79418272945769e-19
"26",1.21794892784867e-18,0.386897506980325,6.50941353173786e-10,2.37348515898317e-45,0.613102492368734
"27",7.6191942706565e-57,2.30972800207238e-07,0.999999768928778,3.9159121063333e-23,9.84222779510784e-11
"28",5.27604669147225e-182,1.36503676348109e-20,1,3.73125966787929e-64,2.52211525788087e-46
"29",5.63227204472669e-115,0.0142744052254134,3.59588279766494e-14,4.68968471145704e-05,0.985678697927436
"30",3.04380320889348e-31,5.01058401638869e-09,0.999999994989416,2.04817837472931e-27,5.63335304827699e-23
"31",6.47921711615597e-15,0.880755173804273,0.00258642436729427,1.54241475506438e-05,0.116642977680876
"32",4.33258971622437e-23,7.30989805086494e-07,0.999999269008247,4.32851526623273e-64,1.94738358452531e-12
"33",3.55649658050069e-63,7.5857664112519e-19,0.998861161437154,1.55607089503881e-20,0.00113883856284633
"34",7.91357517098079e-47,1.42004589760159e-06,0.999998579954092,6.86741537120934e-21,1.03187731521675e-14
"35",8.53467414329859e-15,0.117279825383012,0.000442442874256786,4.06353263846811e-08,0.882277691107396
"36",0.444955607084587,5.02876374131416e-07,7.00020812209682e-12,3.86736590755812e-18,0.555043890032039
"37",0.999999999999322,3.1702853043021e-16,6.77368201088742e-13,7.24275934599821e-154,6.03279299520752e-56
"38",0.707080729693372,0.234347634028606,0.0585716283592666,3.2474825376715e-35,7.91875498812282e-09
"39",1.06052374305745e-92,0.304958833976817,0.00517717527206418,2.6431891848587e-09,0.68986398810793
"40",1.24193857620699e-98,0.000458625565291181,0.985373854545757,3.14178521163574e-43,0.0141675198889517
"41",2.63766933435134e-288,5.83112340639514e-12,0.999999999994169,3.89658372672598e-17,3.40696265554454e-17
"42",1.28465054264036e-82,6.31560293247536e-14,0.999999999999937,3.45428915380335e-44,4.69306894698062e-28
"43",1.73461140179514e-94,1.36812712415356e-08,0.999999986318729,1.53448503238764e-28,9.70591479252511e-22
"44",2.16091365638165e-102,2.63271492371674e-08,0.999999973672851,5.7717425022166e-27,3.55773908367333e-20
"45",5.19305212844587e-100,0.669618731828332,8.60605110117357e-05,0.00125044212029086,0.329044765540365
"46",1.04433871922417e-64,0.0898568474866066,0.322349915727664,0.565678683458151,0.0221145533275786
"47",4.22909270213701e-30,0.805030579521191,0.194969414067667,6.91718032216329e-15,6.41113485669729e-09
"48",1.45039065086561e-89,1.66904010305287e-05,0.999449637369102,0.000105290324188803,0.000428381905678443
"49",3.42826929620521e-72,1.20648545173299e-17,1,1.88017395585281e-72,1.01401373233103e-48
"50",2.84388623491205e-46,5.58431505335426e-12,0.999999999994416,2.38134114591327e-91,1.39906444474909e-35
"51",1.04806727008714e-33,1.6038290587091e-06,0.999998396170941,3.63689261462773e-29,1.67312902742069e-20
"52",7.79748556623053e-48,0.992915571968648,0.00482069784699165,9.40799936327863e-46,0.00226373018436014
"53",7.89750376947719e-77,2.22729500772998e-17,1,2.52993458725416e-49,3.60191255413796e-25
"54",7.06618041372522e-236,0.00388225682749068,2.71159691370242e-14,0.0447165591816263,0.951401183990856
"55",5.64187723807197e-81,0.998635761295418,0.00135852158436572,8.69546180419631e-40,5.71712021667918e-06
"56",1.52802215793695e-10,0.120959644991403,0.879040354830406,3.69740560036432e-66,2.53882298608229e-11
"57",1.43559470750034e-29,3.85471533621612e-09,0.999999996095337,2.01855355141255e-64,4.99479738506909e-11
"58",1.38062373672423e-18,2.72982835854971e-09,0.999999997270172,2.2146737322146e-125,8.87512353006469e-57
"59",0.995385911743364,0.00391154674954889,0.000702541507087062,2.99885409099729e-86,4.4624579696102e-27
"60",1.62327692103885e-17,3.0503906200514e-07,0.999999694960938,1.55330125240045e-60,4.04237140812549e-34
"61",3.69086639090595e-21,0.514664681295209,1.70135655058607e-07,0.000134064607731676,0.485201083961404
"62",1.49113717762779e-39,0.999958899814072,2.15542935952395e-05,2.13649889813773e-11,1.95458709678375e-05
"63",6.66814832528524e-64,0.28109298053565,0.68244045975553,2.58126746785735e-20,0.0364665597088195
"64",1.93041142723196e-26,0.000218750063061362,0.000960400754594546,0.00714823422206044,0.991672614960284
"65",7.35672304263341e-67,0.0335175062456897,6.89535616241069e-18,8.46709949846709e-09,0.966482485287211
"66",2.60273761565779e-29,0.00312558838104037,0.996874411618878,2.90899934027595e-24,8.19288142502808e-14
"67",9.41447749029406e-32,0.00175667385037068,0.000262469787367471,0.057926695496848,0.940054160865414
"68",5.47059887575581e-27,9.08308628568336e-05,0.999909169137143,9.3320744084702e-87,7.02662584824533e-38
"69",1.25411147216645e-119,2.99851374938697e-18,1,6.36043135822327e-112,2.42269123938816e-69
"70",6.80511106450747e-89,7.47436700404828e-15,0.999999999999992,4.30369066238823e-231,5.73159008583744e-107
"71",4.41293820238134e-133,0.977226187533039,0.0227738124669613,1.14701399321521e-41,1.36485354265453e-22
"72",2.23316737768921e-06,0.0156759216783357,0.984321845154287,6.23475716387434e-86,1.42212860731837e-19
"73",6.5230410519373e-27,7.7142741728362e-07,1.07958332247306e-16,1.03134602409527e-48,0.999999228572582
"74",0.999886733632159,0.000113022882452895,2.43484612597055e-07,1.27030739699324e-69,7.75261799443871e-13
"75",2.58143510270766e-71,4.1456573403299e-14,0.999999999999958,4.44921290516825e-80,1.36782419476145e-27
"76",1.36714915392669e-94,3.53905379221023e-83,1.93036060945511e-94,1,5.70980712069786e-18
"77",4.56451716773772e-76,2.37762272359875e-17,1,4.38609818045404e-72,2.4077444718369e-51
"78",1.70976450727894e-267,4.7216317882137e-22,1,4.10479014903707e-37,4.38731322025082e-32
"79",7.78787641849715e-14,4.41833445084658e-10,0.0217242165642742,1.89760051757615e-47,0.978275782993814
"80",5.91427413691668e-222,0.000159413452427095,0.999833275044975,2.50030889678457e-10,7.31125256743669e-06
"81",4.06129394528241e-102,4.34627158781866e-08,0.999884102760646,7.74617117105131e-09,0.000115846030467351
"82",7.34681120977073e-156,9.50364631635405e-43,6.11851433597258e-30,1.65813778164502e-05,0.999983418622184
"83",1.15449384474706e-205,3.15528832625358e-12,0.999999506596878,5.16818772153389e-09,4.8823177875176e-07
"84",9.47429066203737e-27,4.26605201367526e-06,0.999992723890617,3.1307956694602e-19,3.0100573693148e-06
"85",1.67975726801141e-60,0.000247090938842358,8.94302035404382e-18,4.74236780456878e-08,0.99975286163748
"86",0.999999999828648,1.00197881501442e-14,1.71341570546137e-10,2.88922712268298e-151,3.11633474119326e-54
"87",6.31735125098176e-90,0.979523220020671,0.0204767241183691,2.45455217797573e-60,5.58609598340384e-08
"88",1.61925920607829e-76,0.000292026187186075,0.999707973812814,4.93400532986053e-71,7.30031438218899e-18
"89",1.27108586869522e-14,0.00103880142267801,0.998961198577309,5.73599079972125e-71,3.15563434075607e-18
"90",5.52919950732146e-23,7.30122793769336e-07,0.999999269877206,1.65194468457161e-68,2.10608285829103e-20
"91",7.93299446131916e-25,3.15745580893771e-05,0.999968425441901,1.38433276850431e-30,9.80943062554518e-15
"92",5.68839617336018e-19,9.79854897078369e-09,2.78599888478915e-17,9.01677022974768e-26,0.999999990201451
"93",3.31551101330992e-196,1.12328662373929e-41,1,1.96876802562473e-67,2.2697980887079e-60
