"","V1","V2","V3","V4","V5"
"1",0,1.53953915355358e-20,1,1.33929538478755e-35,1.83012159611596e-33
"2",0,8.64113891028169e-28,1,4.47814999296376e-118,1.18474459112198e-85
"3",6.60280431746706e-82,7.48878651511878e-12,0.999999999992511,2.68301257567902e-116,4.31554441241988e-64
"4",3.73282426647963e-25,6.35985524901902e-05,0.99993640144751,2.18974452572793e-60,1.85951561131559e-16
"5",0,5.17457877531515e-25,2.9633469985729e-19,9.90417410239735e-68,1
"6",8.50990427099491e-202,3.41064764970951e-33,1,6.67235748504075e-259,2.79243963069147e-144
"7",1.74126950766545e-160,1.60793842974809e-11,0.999999999983921,1.66929948762295e-49,3.88544281531013e-33
"8",5.44343090833495e-183,0.999964011562546,3.59884374539487e-05,2.98302169479161e-88,5.14999612234023e-40
"9",1.70991091932561e-225,1.48144885428733e-33,1,0,3.13533561344521e-217
"10",5.75880060874516e-32,6.63768158711354e-07,0.999999336231841,5.25438865836898e-75,3.47878706778824e-27
"11",8.52365438314859e-143,0.977851082800624,2.7099955619398e-22,1.96972323478174e-48,0.0221489171993764
"12",0.666764477579291,0.164230823820762,0.169004698599947,1.98003741141429e-103,1.96756090706897e-26
"13",5.70652460834026e-19,0.134453702676258,0.865546297323742,4.89850054435604e-84,4.71465139107007e-33
"14",0.5620384714556,0.105741992345997,0.332106105409298,1.22324861428122e-68,0.000113430789105223
"15",6.09884496890282e-12,3.02219872301274e-12,1.31697184263147e-12,1.55465855693803e-32,0.999999999989562
"16",5.04287217963193e-88,2.10544140876636e-12,0.999999999997895,2.66934579571153e-93,3.89849245935694e-54
"17",6.97484527514543e-75,9.74150769969557e-51,3.76819530003776e-39,2.29900067412957e-12,0.999999999997701
"18",0,6.77528053145887e-09,1.67130055907836e-12,1.5669881097545e-44,0.999999993223048
"19",1.98994540800902e-28,3.35346425155283e-05,1.15353689726641e-08,2.95510971339896e-10,0.999966453526605
"20",3.10259843329972e-109,0.157446481928688,2.86703024055356e-05,6.0391639662465e-42,0.842524847768907
"21",1.33560433950878e-22,4.43944622166626e-06,1.17433171519692e-09,1.44822905694268e-07,0.999995414556541
"22",0.0346042793917302,0.558890703496217,0.406505017111712,2.64606680325943e-59,3.40729822508981e-13
"23",1.66050159210583e-119,0.915824253708411,4.37723462809543e-07,0.00385399406400924,0.0803213145041173
"24",0.00295820018930033,0.105680359719376,0.891361440091324,8.41560346729103e-63,2.21495340209783e-25
"25",5.19221458976384e-30,0.02474381819491,0.97525618180509,8.12034886285435e-32,3.18235420261862e-19
"26",3.25340131298934e-77,0.0173670212499279,0.982632978416832,4.2524534035184e-48,3.3324049872274e-10
"27",1.53382290237661e-60,2.09276489413183e-05,0.999979072351058,6.75396437884107e-34,3.40763298078372e-16
"28",1.58475101830392e-197,3.79899845757874e-24,1,1.03401347441768e-87,2.50611616442318e-62
"29",2.13319670997521e-269,5.63091498990132e-05,0.999941322542353,5.67686756689743e-08,2.31153907206489e-06
"30",6.78349134535986e-31,0.0653313267627159,0.0621253267052576,0.872141718536097,0.000401627995929572
"31",2.02434654757848e-06,0.108813291096481,0.00136363708997478,2.27861385900392e-14,0.889821047466974
"32",1.69612530986988e-11,0.570005730847171,0.429994251741489,1.16653702278475e-50,1.73943785701048e-08
"33",1.31519099425936e-152,3.21831260764847e-31,0.999999981338974,1.64225795042905e-12,1.86593831800079e-08
"34",2.06731029103548e-76,1.29965992688001e-11,0.999999999987004,2.0248550347578e-29,1.15001290700399e-24
"35",2.99128431196406e-29,0.0690632140633025,4.8351089558019e-05,5.11010700677432e-07,0.930887923836439
"36",3.48112137649458e-37,4.3221173912935e-16,1,3.96361172100815e-69,1.84665134053756e-46
"37",2.79612028228336e-41,0.999967013228249,3.29818290357347e-05,2.59697673369067e-55,4.94271495305765e-09
"38",1.2786525402644e-12,4.14596940603703e-13,1.78589538300393e-12,4.57074144034769e-16,0.99999999999652
"39",1.55094280175211e-191,1.65758302934754e-05,1.0282828109134e-24,0.130439559850841,0.869543864318865
"40",3.6432538710034e-199,1.34409249499843e-09,0.999999998652101,1.0295039891355e-52,3.80648831725365e-12
"41",1.60799627476983e-262,1.20978963180965e-14,0.999999999999988,4.17324169020545e-24,2.97887683020635e-24
"42",2.36928594972451e-60,0.0965441172348299,0.88953342512648,0.0132470526064984,0.000675405032192178
"43",1.64753367684786e-105,3.53198767292665e-10,0.999999999646801,6.07684087257312e-26,4.21504143551844e-24
